ID,ID_Measure,MeasureDate,ID_Item,BallsName,MillName,Gross,Tare,Net,Operator,Field1
22129,3,1/29/2021,94,ф 80 polski,9,3000,0,3000,Михайлов,
22130,4,1/29/2021,104,ф 80 polski,10,3000,0,3000,Михайлов,
22131,1,1/30/2021,86,ф 80 stomana,8,3010,0,3010,Михайлов,
22132,2,1/30/2021,76,ф 80 stomana,7,3080,0,3080,Михайлов,
22133,3,1/30/2021,56,ф 80 stomana,5,3000,0,3000,Михайлов,
22134,4,1/30/2021,46,ф 80 stomana,4,3060,0,3060,Михайлов,
22135,5,1/30/2021,36,ф 80 stomana,3,3480,0,3480,Михайлов,
22136,6,1/30/2021,26,ф 80 stomana,2,3060,0,3060,Михайлов,
22137,7,1/30/2021,16,ф 80 stomana,1,2910,0,2910,Михайлов,
22140,9,1/30/2021,65,ф 80 cheshki,6,3520,0,3520,Михайлов,
22141,1,1/30/2021,4,ф 60 stomanaD,21,2990,0,2990,Захари,
22142,2,1/30/2021,3,ф 30 ukraina,22,3010,0,3010,Захари,
22143,1,1/30/2021,94,ф 80 polski,9,3000,0,3000,Захари,
22144,2,1/30/2021,104,ф 80 polski,10,3000,0,3000,Захари,
22145,1,2/1/2021,126,ф 80 stomana,12,2550,0,2550,Иван,
22146,2,2/1/2021,16,ф 80 stomana,1,3160,0,3160,Иван,
22147,3,2/1/2021,26,ф 80 stomana,2,2960,0,2960,Иван,
22148,4,2/1/2021,36,ф 80 stomana,3,3010,0,3010,Иван,
22149,5,2/1/2021,46,ф 80 stomana,4,3100,0,3100,Иван,
22150,6,2/1/2021,56,ф 80 stomana,5,2160,0,2160,Иван,
22151,7,2/1/2021,76,ф 80 stomana,7,2190,0,2190,Иван,
22152,8,2/1/2021,84,ф 80 polski,8,3000,0,3000,Иван,
22153,9,2/1/2021,94,ф 80 polski,9,2510,0,2510,Иван,
22154,10,2/1/2021,104,ф 80 polski,10,2990,0,2990,Иван,
22155,1,2/2/2021,16,ф 80 stomana,1,2530,0,2530,Иван,
22156,2,2/2/2021,26,ф 80 stomana,2,2600,0,2600,Иван,
22157,3,2/2/2021,36,ф 80 stomana,3,2320,0,2320,Иван,
22158,4,2/2/2021,46,ф 80 stomana,4,2450,0,2450,Иван,
22159,5,2/2/2021,65,ф 80 cheshki,6,3110,0,3110,Иван,
22160,6,2/2/2021,65,ф 80 cheshki,6,3690,0,3690,Иван,
22161,7,2/2/2021,56,ф 80 stomana,5,2720,0,2720,Иван,
22162,8,2/2/2021,76,ф 80 stomana,7,2430,0,2430,Иван,
22163,1,2/2/2021,4,ф 60 stomanaD,21,2810,0,2810,Михаил,
22164,2,2/2/2021,3,ф 30 ukraina,22,3010,0,3010,Михаил,
22165,1,2/2/2021,84,ф 80 polski,8,2520,0,2520,Иван,
22166,1,2/2/2021,94,ф 80 polski,9,2980,0,2980,Петко,
22167,2,2/2/2021,104,ф 80 polski,10,2500,0,2500,Петко,
22168,1,2/3/2021,16,ф 80 stomana,1,2350,0,2350,Михаил,
22169,2,2/3/2021,26,ф 80 stomana,2,2380,0,2380,Михаил,
22170,3,2/3/2021,36,ф 80 stomana,3,2360,0,2360,Михаил,
22171,4,2/3/2021,46,ф 80 stomana,4,2310,0,2310,Михаил,
22172,5,2/3/2021,56,ф 80 stomana,5,2570,0,2570,Михаил,
22173,6,2/3/2021,76,ф 80 stomana,7,2320,0,2320,Михаил,
22174,7,2/3/2021,84,ф 80 polski,8,3000,0,3000,Михаил,
22175,8,2/3/2021,94,ф 80 polski,9,3000,0,3000,Михаил,
22176,9,2/3/2021,104,ф 80 polski,10,3000,0,3000,Михаил,
22177,1,2/4/2021,65,ф 80 cheshki,6,2790,0,2790,Николай,
22178,2,2/4/2021,65,ф 80 cheshki,6,4310,0,4310,Николай,
22179,1,2/4/2021,84,ф 80 polski,8,3000,0,3000,Николай,
22180,2,2/4/2021,94,ф 80 polski,9,3000,0,3000,Николай,
22181,3,2/4/2021,104,ф 80 polski,10,3000,0,3000,Николай,
22182,1,2/4/2021,16,ф 80 stomana,1,2440,0,2440,Николай,
22183,2,2/4/2021,26,ф 80 stomana,2,2450,0,2450,Николай,
22184,3,2/4/2021,36,ф 80 stomana,3,2480,0,2480,Николай,
22185,4,2/4/2021,46,ф 80 stomana,4,2500,0,2500,Николай,
22186,1,2/4/2021,56,ф 80 stomana,5,2420,0,2420,Касерес,
22187,2,2/4/2021,76,ф 80 stomana,7,2410,0,2410,Касерес,
22188,3,2/4/2021,126,ф 80 stomana,12,2170,0,2170,Касерес,
22189,1,2/5/2021,84,ф 80 polski,8,3000,0,3000,Красимир,
22190,2,2/5/2021,94,ф 80 polski,9,3000,0,3000,Красимир,
22191,3,2/5/2021,104,ф 80 polski,10,3000,0,3000,Красимир,
22192,4,2/5/2021,16,ф 80 stomana,1,3260,0,3260,Красимир,
22193,5,2/5/2021,26,ф 80 stomana,2,2570,0,2570,Красимир,
22194,6,2/5/2021,36,ф 80 stomana,3,2900,0,2900,Красимир,
22195,7,2/5/2021,46,ф 80 stomana,4,3460,0,3460,Красимир,
22196,8,2/5/2021,56,ф 80 stomana,5,3280,0,3280,Красимир,
22197,1,2/5/2021,76,ф 80 stomana,7,2500,0,2500,Красимир,
22198,2,2/5/2021,126,ф 80 stomana,12,2810,0,2810,Красимир,
22199,2,2/5/2021,126,ф 80 stomana,12,2160,0,2160,Красимир,
22200,1,2/6/2021,126,ф 80 stomana,12,2750,0,2750,Стойчо,
22201,2,2/6/2021,16,ф 80 stomana,1,2500,0,2500,Стойчо,
22202,3,2/6/2021,26,ф 80 stomana,2,2750,0,2750,Стойчо,
22203,4,2/6/2021,36,ф 80 stomana,3,2500,0,2500,Стойчо,
22204,5,2/6/2021,46,ф 80 stomana,4,2600,0,2600,Стойчо,
22205,6,2/6/2021,56,ф 80 stomana,5,2400,0,2400,Стойчо,
22206,7,2/6/2021,76,ф 80 stomana,7,2550,0,2550,Стойчо,
22207,1,2/6/2021,84,ф 80 polski,8,3000,0,3000,Светлин,
22208,2,2/6/2021,94,ф 80 polski,9,3080,0,3080,Светлин,
22209,3,2/6/2021,104,ф 80 polski,10,2970,0,2970,Светлин,
22210,4,2/6/2021,114,ф 80 polski,11,3040,0,3040,Светлин,
22211,5,2/6/2021,65,ф 80 cheshki,6,3190,0,3190,Светлин,
22212,6,2/6/2021,65,ф 80 cheshki,6,3810,0,3810,Светлин,
22213,1,2/7/2021,4,ф 60 stomanaD,21,3100,0,3100,Иван,
22214,2,2/7/2021,3,ф 30 ukraina,22,2990,0,2990,Иван,
22215,1,2/7/2021,16,ф 80 stomana,1,2350,0,2350,Петко,
22216,2,2/7/2021,26,ф 80 stomana,2,2170,0,2170,Петко,
22217,3,2/7/2021,36,ф 80 stomana,3,2110,0,2110,Петко,
22218,4,2/7/2021,46,ф 80 stomana,4,1930,0,1930,Петко,
22219,5,2/7/2021,56,ф 80 stomana,5,2200,0,2200,Петко,
22220,6,2/7/2021,76,ф 80 stomana,7,2000,0,2000,Петко,
22221,1,2/7/2021,84,ф 80 polski,8,3060,0,3060,Михайлов,
22222,2,2/7/2021,114,ф 80 polski,11,2990,0,2990,Михайлов,
22223,3,2/7/2021,104,ф 80 polski,10,3000,0,3000,Михайлов,
22224,4,2/7/2021,94,ф 80 polski,9,3010,0,3010,Михайлов,
22225,1,2/8/2021,84,ф 80 polski,8,2940,0,2940,Николай,
22226,2,2/8/2021,94,ф 80 polski,9,2590,0,2590,Николай,
22227,3,2/8/2021,104,ф 80 polski,10,2500,0,2500,Николай,
22228,1,2/8/2021,126,ф 80 stomana,12,3900,0,3900,Михайлов,
22229,2,2/8/2021,16,ф 80 stomana,1,3790,0,3790,Михайлов,
22230,6,2/8/2021,76,ф 80 cheshki,6,3540,0,3540,Михайлов,
22231,6,2/8/2021,76,ф 80 cheshki,6,3000,0,3000,Михайлов,
22232,1,2/8/2021,26,ф 80 stomana,2,3990,0,3990,Михайл,
22233,2,2/8/2021,36,ф 80 stomana,3,4050,0,4050,Михайл,
22234,3,2/8/2021,56,ф 80 stomana,5,4360,0,4360,Михайл,
22235,4,2/8/2021,76,ф 80 stomana,7,3920,0,3920,Михайл,
22236,1,2/9/2021,3,ф 30 ukraina,22,3010,0,3010,Михайлов,
22237,2,2/9/2021,4,ф 60 stomanaD,21,2800,0,2800,Михайлов,
22238,1,2/9/2021,84,ф 80 polski,8,3020,0,3020,Николай,
22239,2,2/9/2021,94,ф 80 polski,9,3020,0,3020,Николай,
22240,1,2/11/2021,16,ф 80 stomana,1,4120,0,4120,Мирослав,
22241,12,2/11/2021,26,ф 80 stomana,12,3980,0,3980,Мирослав,
22242,1,2/11/2021,26,ф 80 stomana,2,4170,0,4170,Иван,
22243,2,2/11/2021,36,ф 80 stomana,3,4140,0,4140,Иван,
22244,3,2/11/2021,46,ф 80 stomana,4,4270,0,4270,Иван,
22245,4,2/11/2021,56,ф 80 stomana,5,4280,0,4280,Иван,
22246,5,2/11/2021,76,ф 80 stomana,7,3990,0,3990,Иван,
22247,1,2/11/2021,65,ф 80 cheshki,6,3640,0,3640,Иван,
22248,2,2/11/2021,65,ф 80 cheshki,6,3260,0,3260,Иван,
22249,1,2/11/2021,84,ф 80 polski,8,3210,0,3210,Стойчо,
22250,2,2/11/2021,94,ф 80 polski,9,3020,0,3020,Стойчо,
22251,3,2/12/2021,104,ф 80 polski,10,3030,0,3030,Стойчо,
22252,4,2/12/2021,114,ф 80 polski,11,3020,0,3020,Стойчо,
22253,1,2/12/2021,84,ф 80 polski,8,3000,0,3000,Михайлов,
22254,2,2/12/2021,94,ф 80 polski,9,3080,0,3080,Михайлов,
22255,1,2/13/2021,84,ф 80 polski,8,3010,0,3010,Михайлов,
22256,2,2/13/2021,114,ф 80 polski,11,3010,0,3010,Михайлов,
22257,3,2/13/2021,104,ф 80 polski,10,3010,0,3010,Михайлов,
22258,4,2/13/2021,94,ф 80 polski,9,3000,0,3000,Михайлов,
22259,1,2/13/2021,65,ф 80 cheshki,6,3420,0,3420,Захари,
22260,2,2/13/2021,65,ф 80 cheshki,6,3140,0,3140,Захари,
22261,1,2/13/2021,126,ф 80 stomana,12,2500,0,2500,Стойчо,
22262,2,2/13/2021,16,ф 80 stomana,1,2900,0,2900,Стойчо,
22263,3,2/13/2021,26,ф 80 stomana,2,2950,0,2950,Стойчо,
22264,4,2/13/2021,36,ф 80 stomana,3,2900,0,2900,Стойчо,
22265,5,2/14/2021,46,ф 80 stomana,4,2900,0,2900,Стойчо,
22266,6,2/14/2021,56,ф 80 stomana,5,2900,0,2900,Стойчо,
22267,7,2/14/2021,76,ф 80 stomana,7,2900,0,2900,Стойчо,
22268,1,2/14/2021,104,ф 80 polski,10,3030,0,3030,Михайлов,
22269,2,2/14/2021,94,ф 80 polski,9,3000,0,3000,Михайлов,
22270,3,2/14/2021,36,ф 80 stomana,3,2640,0,2640,Михайлов,
22271,4,2/14/2021,26,ф 80 stomana,2,2510,0,2510,Михайлов,
22272,5,2/14/2021,16,ф 80 stomana,1,2500,0,2500,Михайлов,
22273,1,2/14/2021,126,ф 80 stomana,12,2330,0,2330,Михаил,
22274,2,2/14/2021,46,ф 80 stomana,4,3020,0,3020,Михаил,
22275,3,2/14/2021,56,ф 80 stomana,5,3310,0,3310,Михаил,
22276,4,2/14/2021,76,ф 80 stomana,7,3670,0,3670,Михаил,
22277,1,2/14/2021,4,ф 60 stomanaD,21,2200,0,2200,мишо,
22278,2,2/14/2021,3,ф 30 ukraina,22,2970,0,2970,мишо,
22279,1,2/15/2021,126,ф 80 stomana,12,4080,0,4080,Иван,
22280,2,2/15/2021,16,ф 80 stomana,1,3990,0,3990,Иван,
22281,3,2/15/2021,26,ф 80 stomana,2,3780,0,3780,Иван,
22282,4,2/15/2021,36,ф 80 stomana,3,3840,0,3840,Иван,
22283,5,2/15/2021,46,ф 80 stomana,4,4170,0,4170,Иван,
22284,1,2/15/2021,56,ф 80 stomana,5,4260,0,4260,Захари,
22285,2,2/15/2021,76,ф 80 stomana,7,3940,0,3940,Захари,
22286,3,2/15/2021,94,ф 80 polski,9,4020,0,4020,Захари,
22287,4,2/15/2021,114,ф 80 polski,11,4020,0,4020,Захари,
22288,5,2/15/2021,104,ф 80 polski,10,4000,0,4000,Захари,
22289,6,2/15/2021,65,ф 80 cheshki,6,3100,0,3100,Захари,
22290,7,2/15/2021,65,ф 80 cheshki,6,3680,0,3680,Захари,
22291,1,2/18/2021,16,ф 80 stomana,1,3180,0,3180,Красимир,
22292,2,2/18/2021,26,ф 80 stomana,2,2880,0,2880,Красимир,
22293,3,2/18/2021,36,ф 80 stomana,3,3070,0,3070,Красимир,
22294,4,2/18/2021,46,ф 80 stomana,4,3080,0,3080,Красимир,
22295,5,2/18/2021,56,ф 80 stomana,5,3010,0,3010,Красимир,
22296,6,2/18/2021,76,ф 80 stomana,7,3000,0,3000,Красимир,
22297,7,2/18/2021,126,ф 80 stomana,12,3090,0,3090,Красимир,
22298,1,2/18/2021,65,ф 80 cheshki,6,3190,0,3190,Красимир,
22299,2,2/18/2021,65,ф 80 cheshki,6,3090,0,3090,Красимир,
22300,3,2/18/2021,84,ф 80 polski,8,3030,0,3030,Красимир,
22301,4,2/18/2021,94,ф 80 polski,9,3010,0,3010,Красимир,
22302,5,2/18/2021,104,ф 80 polski,10,2990,0,2990,Красимир,
22303,6,2/18/2021,114,ф 80 polski,11,3000,0,3000,Красимир,
22304,1,2/19/2021,3,ф 30 ukraina,22,2990,0,2990,Михайлов,
22305,2,2/19/2021,4,ф 60 stomanaD,21,3080,0,3080,Михайлов,
22306,1,2/19/2021,126,ф 80 stomana,12,2710,0,2710,Зарко,
22307,2,2/19/2021,16,ф 80 stomana,1,2390,0,2390,Зарко,
22308,3,2/19/2021,26,ф 80 stomana,2,2230,0,2230,Зарко,
22309,4,2/19/2021,36,ф 80 stomana,3,2000,0,2000,Зарко,
22310,5,2/19/2021,46,ф 80 stomana,4,2420,0,2420,Зарко,
22311,6,2/19/2021,56,ф 80 stomana,5,2020,0,2020,Зарко,
22312,7,2/19/2021,84,ф 80 polski,8,3010,0,3010,Зарко,
22313,8,2/19/2021,94,ф 80 polski,9,3010,0,3010,Зарко,
22314,1,2/19/2021,104,ф 80 polski,10,3010,0,3010,Зарко,
22315,2,2/19/2021,76,ф 80 stomana,7,2670,0,2670,Зарко,
22316,1,2/20/2021,16,ф 80 stomana,1,2490,0,2490,Николай,
22317,2,2/20/2021,26,ф 80 stomana,2,2510,0,2510,Николай,
22318,3,2/20/2021,36,ф 80 stomana,3,2490,0,2490,Николай,
22319,4,2/20/2021,46,ф 80 stomana,4,2500,0,2500,Николай,
22320,5,2/20/2021,56,ф 80 stomana,5,2500,0,2500,Николай,
22321,6,2/20/2021,76,ф 80 stomana,7,2500,0,2500,Николай,
22322,7,2/20/2021,126,ф 80 stomana,12,2000,0,2000,Николай,
22323,1,2/20/2021,84,ф 80 polski,8,2990,0,2990,Касерес,
22324,2,2/20/2021,94,ф 80 polski,9,2980,0,2980,Касерес,
22325,3,2/20/2021,104,ф 80 polski,10,2980,0,2980,Касерес,
22326,4,2/20/2021,114,ф 80 polski,11,2490,0,2490,Касерес,
22327,1,2/21/2021,16,ф 80 stomana,1,2770,0,2770,Светлин,
22328,2,2/21/2021,26,ф 80 stomana,2,2740,0,2740,Светлин,
22329,3,2/21/2021,36,ф 80 stomana,3,2060,0,2060,Светлин,
22330,4,2/21/2021,46,ф 80 stomana,4,2540,0,2540,Светлин,
22331,5,2/21/2021,56,ф 80 stomana,5,2510,0,2510,Светлин,
22332,6,2/21/2021,76,ф 80 stomana,7,2370,0,2370,Светлин,
22333,7,2/21/2021,126,ф 80 stomana,12,2380,0,2380,Светлин,
22334,8,2/21/2021,84,ф 80 polski,8,3010,0,3010,Светлин,
22335,9,2/21/2021,94,ф 80 polski,9,3000,0,3000,Светлин,
22336,10,2/21/2021,104,ф 80 polski,10,3010,0,3010,Светлин,
22337,11,2/21/2021,114,ф 80 polski,11,3020,0,3020,Светлин,
22338,1,2/21/2021,65,ф 80 cheshki,6,3380,0,3380,Светлин,
22339,1,2/21/2021,65,ф 80 cheshki,6,3100,0,3100,Светлин,
22340,1,2/21/2021,84,ф 80 polski,8,910,0,910,Светлин,
22341,1,2/22/2021,104,ф 80 polski,10,2000,0,2000,Михалов,
22342,2,2/22/2021,84,ф 80 polski,8,2000,0,2000,Михалов,
22343,3,2/22/2021,94,ф 80 polski,9,2010,0,2010,Михалов,
22344,4,2/22/2021,126,ф 80 stomana,12,2620,0,2620,Михалов,
22345,5,2/22/2021,16,ф 80 stomana,1,2910,0,2910,Михалов,
22346,1,2/22/2021,26,ф 80 stomana,2,2770,0,2770,Михайлов,
22347,1,2/22/2021,36,ф 80 stomana,3,2510,0,2510,Иван,
22348,2,2/22/2021,46,ф 80 stomana,4,2330,0,2330,Иван,
22349,3,2/23/2021,56,ф 80 stomana,5,2700,0,2700,Иван,
22350,4,2/23/2021,76,ф 80 stomana,7,2570,0,2570,Иван,
22351,1,2/23/2021,3,ф 30 ukraina,22,3030,0,3030,Иван,
22352,2,2/23/2021,4,ф 60 stomanaD,21,3060,0,3060,Иван,
22353,1,2/23/2021,16,ф 80 stomana,1,2570,0,2570,Николай,
22354,2,2/23/2021,26,ф 80 stomana,2,3310,0,3310,Николай,
22355,3,2/23/2021,84,ф 80 polski,8,3010,0,3010,Николай,
22356,4,2/23/2021,94,ф 80 polski,9,3020,0,3020,Николай,
22357,5,2/23/2021,104,ф 80 polski,10,3010,0,3010,Николай,
22358,6,2/23/2021,114,ф 80 polski,11,2020,0,2020,Николай,
22359,1,2/23/2021,36,ф 80 stomana,3,2920,0,2920,Николай,
22360,2,2/23/2021,46,ф 80 stomana,4,2840,0,2840,Николай,
22361,3,2/23/2021,56,ф 80 stomana,5,2870,0,2870,Николай,
22362,4,2/23/2021,76,ф 80 stomana,7,2750,0,2750,Николай,
22363,5,2/23/2021,126,ф 80 stomana,12,2630,0,2630,Николай,
22364,1,2/24/2021,84,ф 80 polski,8,2220,0,2220,Касерес,
22365,2,2/24/2021,16,ф 80 stomana,1,2040,0,2040,Касерес,
22366,3,2/24/2021,26,ф 80 stomana,2,2000,0,2000,Касерес,
22367,4,2/24/2021,36,ф 80 stomana,3,1500,0,1500,Касерес,
22368,5,2/24/2021,46,ф 80 stomana,4,1580,0,1580,Касерес,
22369,6,2/24/2021,56,ф 80 stomana,5,1590,0,1590,Касерес,
22370,1,2/24/2021,94,ф 80 polski,9,2000,0,2000,Касерес,
22371,2,2/24/2021,104,ф 80 polski,10,1980,0,1980,Касерес,
22372,3,2/24/2021,65,ф 80 cheshki,6,4110,0,4110,Касерес,
22373,1,2/24/2021,65,ф 80 cheshki,6,3090,0,3090,Александър,
22374,1,2/24/2021,126,ф 80 stomana,12,2180,0,2180,Михайлов,
22375,2,2/24/2021,76,ф 80 stomana,7,2670,0,2670,Михайлов,
22376,1,2/25/2021,16,ф 80 stomana,1,2740,0,2740,Светлин,
22377,2,2/25/2021,26,ф 80 stomana,2,3170,0,3170,Светлин,
22378,3,2/25/2021,36,ф 80 stomana,3,2840,0,2840,Светлин,
22379,4,2/25/2021,46,ф 80 stomana,4,3290,0,3290,Светлин,
22380,5,2/25/2021,56,ф 80 stomana,5,3230,0,3230,Светлин,
22381,6,2/25/2021,84,ф 80 polski,8,3000,0,3000,Светлин,
22382,7,2/25/2021,94,ф 80 polski,9,3000,0,3000,Светлин,
22383,8,2/25/2021,104,ф 80 polski,10,2000,0,2000,Светлин,
22384,1,2/25/2021,126,ф 80 stomana,12,2200,0,2200,Иван,
22385,2,2/25/2021,76,ф 80 stomana,7,2500,0,2500,Иван,
22386,1,2/26/2021,126,ф 80 stomana,12,3000,0,3000,Касерес,
22387,2,2/26/2021,16,ф 80 stomana,1,2890,0,2890,Касерес,
22388,3,2/26/2021,26,ф 80 stomana,2,2930,0,2930,Касерес,
22389,4,2/26/2021,36,ф 80 stomana,3,2950,0,2950,Касерес,
22390,5,2/26/2021,46,ф 80 stomana,4,3100,0,3100,Касерес,
22391,6,2/26/2021,56,ф 80 stomana,5,3690,0,3690,Касерес,
22392,7,2/26/2021,76,ф 80 stomana,7,4030,0,4030,Касерес,
22393,1,2/26/2021,4,ф 60 stomanaD,21,3080,0,3080,Илиев,
22394,2,2/26/2021,3,ф 30 ukraina,22,2980,0,2980,Илиев,
22395,1,2/26/2021,65,ф 80 cheshki,6,3080,0,3080,Илиев,
22396,2,2/26/2021,65,ф 80 cheshki,6,3640,0,3640,Илиев,
22397,1,2/26/2021,114,ф 80 polski,11,3010,0,3010,Иван,
22398,2,2/26/2021,84,ф 80 polski,8,3000,0,3000,Иван,
22399,3,2/26/2021,94,ф 80 polski,9,3000,0,3000,Иван,
22400,4,2/26/2021,104,ф 80 polski,10,3000,0,3000,Иван,
22401,1,2/27/2021,126,ф 80 stomana,12,2550,0,2550,Михайлов,
22402,2,2/27/2021,16,ф 80 stomana,1,2730,0,2730,Михайлов,
22403,3,2/27/2021,26,ф 80 stomana,2,2480,0,2480,Михайлов,
22404,4,2/27/2021,36,ф 80 stomana,3,2520,0,2520,Михайлов,
22405,5,2/27/2021,46,ф 80 stomana,4,2650,0,2650,Михайлов,
22406,6,2/27/2021,56,ф 80 stomana,5,2860,0,2860,Михайлов,
22407,7,2/27/2021,76,ф 80 stomana,7,2730,0,2730,Михайлов,
22408,1,2/27/2021,84,ф 80 polski,8,3020,0,3020,Иван,
22409,2,2/27/2021,94,ф 80 polski,9,3020,0,3020,Иван,
22410,3,2/27/2021,104,ф 80 polski,10,3000,0,3000,Иван,
22411,1,2/28/2021,126,ф 80 stomana,12,2540,0,2540,Михайлов,
22412,2,2/28/2021,46,ф 80 stomana,4,2620,0,2620,Михайлов,
22413,3,2/28/2021,16,ф 80 stomana,1,2740,0,2740,Михайлов,
22414,4,2/28/2021,26,ф 80 stomana,2,2690,0,2690,Михайлов,
22415,5,2/28/2021,36,ф 80 stomana,3,2710,0,2710,Михайлов,
22416,6,2/28/2021,56,ф 80 stomana,5,2270,0,2270,Михайлов,
22417,7,2/28/2021,76,ф 80 stomana,7,2600,0,2600,Михайлов,
22418,1,2/28/2021,84,ф 80 polski,8,4000,0,4000,Михайлов,
22419,2,2/28/2021,104,ф 80 polski,10,3000,0,3000,Михайлов,
22420,3,2/28/2021,114,ф 80 polski,11,2990,0,2990,Михайлов,
22421,4,2/28/2021,94,ф 80 polski,9,4000,0,4000,Михайлов,
22422,1,3/1/2021,74,ф 80 polski,7,3010,0,3010,Михайлов,
22423,2,3/1/2021,84,ф 80 polski,8,2510,0,2510,Михайлов,
22424,3,3/1/2021,94,ф 80 polski,9,3000,0,3000,Михайлов,
22425,4,3/1/2021,104,ф 80 polski,10,3000,0,3000,Михайлов,
22426,1,3/1/2021,126,ф 80 stomana,12,2200,0,2200,Красимир,
22427,2,3/1/2021,16,ф 80 stomana,1,2310,0,2310,Красимир,
22428,3,3/1/2021,26,ф 80 stomana,2,2170,0,2170,Красимир,
22429,4,3/1/2021,36,ф 80 stomana,3,2270,0,2270,Красимир,
22430,5,3/1/2021,46,ф 80 stomana,4,2360,0,2360,Красимир,
22431,6,3/1/2021,56,ф 80 stomana,5,2720,0,2720,Красимир,
22432,7,3/1/2021,65,ф 80 cheshki,6,3090,0,3090,Красимир,
22433,8,3/1/2021,65,ф 80 cheshki,6,2890,0,2890,Красимир,
22434,1,3/2/2021,13,ф 80 stomana,1,3440,0,3440,Иван,
22435,2,3/2/2021,126,ф 80 stomana,12,880,0,880,Иван,
22436,1,3/2/2021,26,ф 80 stomana,2,2380,0,2380,Иван,
22437,1,3/2/2021,74,ф 80 polski,7,3020,0,3020,Захари,
22438,2,3/2/2021,84,ф 80 polski,8,3020,0,3020,Захари,
22439,3,3/2/2021,94,ф 80 polski,9,3020,0,3020,Захари,
22440,4,3/2/2021,104,ф 80 polski,10,3020,0,3020,Захари,
22441,5,3/2/2021,36,ф 80 stomana,3,2350,0,2350,Захари,
22442,6,3/2/2021,46,ф 80 stomana,4,2470,0,2470,Захари,
22443,7,3/2/2021,56,ф 80 stomana,5,2510,0,2510,Захари,
22444,1,3/3/2021,126,ф 80 stomana,12,2220,0,2220,Валентин,
22445,2,3/3/2021,16,ф 80 stomana,1,2610,0,2610,Валентин,
22446,3,3/3/2021,26,ф 80 stomana,2,2530,0,2530,Валентин,
22447,4,3/3/2021,36,ф 80 stomana,3,2470,0,2470,Валентин,
22448,5,3/3/2021,46,ф 80 stomana,4,2450,0,2450,Валентин,
22449,6,3/3/2021,56,ф 80 stomana,5,2380,0,2380,Валентин,
22450,1,3/3/2021,74,ф 80 polski,7,3170,0,3170,Стойчо,
22451,2,3/3/2021,84,ф 80 polski,8,2520,0,2520,Стойчо,
22452,3,3/3/2021,94,ф 80 polski,9,2500,0,2500,Стойчо,
22453,4,3/3/2021,104,ф 80 polski,10,3170,0,3170,Стойчо,
22454,1,3/4/2021,114,ф 80 polski,11,2990,0,2990,Касерес,
22455,1,3/4/2021,4,ф 60 stomanaD,21,2860,0,2860,Иван,
22456,2,3/4/2021,3,ф 30 ukraina,22,2980,0,2980,Иван,
22457,1,3/4/2021,65,ф 80 cheshki,6,2490,0,2490,Петко,
22458,2,3/4/2021,65,ф 80 cheshki,6,3430,0,3430,Петко,
22459,1,3/4/2021,74,ф 80 polski,7,3000,0,3000,Петко,
22460,2,3/4/2021,84,ф 80 polski,8,3010,0,3010,Петко,
22461,3,3/4/2021,94,ф 80 polski,9,3000,0,3000,Петко,
22462,4,3/4/2021,104,ф 80 polski,10,3000,0,3000,Петко,
22463,1,3/5/2021,126,ф 80 stomana,12,2450,0,2450,Цветомир,
22464,2,3/5/2021,16,ф 80 stomana,1,2460,0,2460,Цветомир,
22465,3,3/5/2021,26,ф 80 stomana,2,2350,0,2350,Цветомир,
22466,4,3/5/2021,36,ф 80 stomana,3,2690,0,2690,Цветомир,
22467,5,3/5/2021,46,ф 80 stomana,4,2540,0,2540,Цветомир,
22468,6,3/5/2021,56,ф 80 stomana,5,2400,0,2400,Цветомир,
22469,1,3/5/2021,74,ф 80 polski,7,2010,0,2010,Николай,
22470,2,3/5/2021,84,ф 80 polski,8,2010,0,2010,Николай,
22471,3,3/5/2021,94,ф 80 polski,9,2010,0,2010,Николай,
22472,4,3/5/2021,104,ф 80 polski,10,2010,0,2010,Николай,
22473,5,3/5/2021,126,ф 80 stomana,12,2680,0,2680,Николай,
22474,6,3/5/2021,16,ф 80 stomana,1,2560,0,2560,Николай,
22475,1,3/5/2021,26,ф 80 stomana,2,2470,0,2470,Николай,
22476,1,3/5/2021,36,ф 80 stomana,3,2450,0,2450,Николай,
22477,2,3/5/2021,46,ф 80 stomana,4,2370,0,2370,Николай,
22478,3,3/5/2021,56,ф 80 stomana,5,2400,0,2400,Николай,
22479,1,3/6/2021,126,ф 80 stomana,12,2330,0,2330,Мишо,
22480,2,3/6/2021,16,ф 80 stomana,1,2250,0,2250,Мишо,
22481,3,3/6/2021,26,ф 80 stomana,2,2340,0,2340,Мишо,
22482,4,3/6/2021,36,ф 80 stomana,3,2400,0,2400,Мишо,
22483,5,3/6/2021,46,ф 80 stomana,4,2420,0,2420,Мишо,
22484,6,3/6/2021,56,ф 80 stomana,5,2300,0,2300,Мишо,
22486,6,3/6/2021,65,ф 80 cheshki,6,2780,0,2780,Мишо,
22487,6,3/6/2021,65,ф 80 cheshki,6,3560,0,3560,Мишо,
22488,1,3/6/2021,74,ф 80 polski,7,2980,0,2980,Светлин,
22489,2,3/6/2021,84,ф 80 polski,8,2990,0,2990,Светлин,
22490,3,3/6/2021,94,ф 80 polski,9,3000,0,3000,Светлин,
22491,4,3/6/2021,104,ф 80 polski,10,3000,0,3000,Светлин,
